artist,title,lyrics,description,release date,year
mf doom,rapp snitch knishes,"
yo (yo)
mf doom (mr fantastik)
mr fantastik (villain)
what up nigga (aint nuttin whats the word)
whats cracking boy (same ol shit kid)
man (different day you know)
these rap snitches man shit is bugged out man
what the fuck man (shit you telling me)
niggas running their mouth telling erything erything (critical)

rap snitches telling all their business
sit in the court and be their own star witness
""do you see the perpetrator"" yeah im right here
fuck around get the whole label sent up for years uh
rap snitches telling all their business
sit in the court and be their own star witness
""do you see the perpetrator"" yeah im right here
fuck around get the whole label sent up for years

type profile low like a in paid in full
attract heavy cash cause the games centrifugal
mr fantastik long dough like elastic
guard my life with twin glocks thats made out of plastic
cant stand a brownnosing nigga fake ass bastard
admiring my style tour bus through manhattan
plotting plan the quickest my flows the sickest
my hoes be the thickest my dro the stickiest
street nigga stamped and bonafide
when beef jump niggas come get me cause they know i ride
true to the ski mask new yorks my origin
play a fake gangsta like an old accordion
according to him when the ds rushed in
complication from the wire testimony was thin
caused his man to go up north the ball hit em again
lame rap snitch nigga even told on the mexican
rap snitches telling all their business
sit in the court and be their own star witness
""do you see the perpetrator"" yeah im right here
fuck around get the whole label sent up for years
rap snitches telling all their business
sit in the court and be their own star witness
""do you see the perpetrator"" yeah im right here
fuck around get the whole label sent up for years

true theres rules to this shit fools dare care
everybody wanna rule the world with tears for fear
yeah yeah tell em tell it on the mountain hill
running up they mouth bill everybody doubting still
informer keep it up and get tested
pop through your bubble vest or doublebreasted
he keep a lab down south in the little beast
so much heat you woulda thought it was the middle east
a little grease always keeps the wheels aspinning
like sitting on twenty threes to get the squealers grinning
hitting on many trees feel real linen
spitting on enemies get the steel for tin men
where no brains but gum flap
he said his gun clap then he fled after one slap (pap)
son shut your trap save it for the bitches
mmm delicious rapp snitch knishes
you know what im saying (its terrible)
crazy man im just analyzing this whole game
this is bugged out man niggas is snitching
telling on they own self (its a horror yo)
fuck around and get everybody bagged man
(atrocities) fuck around and get yo mama bagged nigga
you know your grandmama used to be bootlegging
fake hustling nigga heheheheh haha
perpetrator yeah im right here","DOOM and Fantastik talk about how foolish it is to rap about crimes that you could be prosecuted for one day.

The song’s instrumental had previously been released in DOOM’s collection of beats, Special Herbs, under the name Coffin Nails.","November 16, 2004",2004
mf doom,that’s that,"
already woke spared a joke barely spoke rarely smoke
stared at folks when properly provoked mirror broke
here share a strawberry morning
gone an more important spawning torn in poor men sworn in
cornish hens switching positions
auditioning morticians saw it in a vision ignoring prison
ignoramuses enlist and sound dumb
found em drowned in cows dung crowns flung
rings a tinkerbell sing for things thats frail as a fingernail
bring a scale stale ginger lingers
seven figures invigor
nigga fresh from out the jail alpha male
sickest ninja injury this century enter plea
lend sympathy to limper simple simon rhymin emcees
trees is free please leave a key
these meager fleas hes the breeze
and shes the bees knees for sheez gs of gs
seize property shopper sprees chop the cheese
drop degrees to stop diseases geewhiz pa
doom rock grammar like the kumbaya
mama was a ho hopper papa was a rolling stone
star like obama pull a card like oh drama
civil liberties
these little titties abilities riddle me middle c (ahhhh)
mmm give a mc a rectal hysterectomy
lecture on removal of the bowels foul technically
dont expect to see the recipe
until we receive the check as well as the collection fee
more wreck than section z what you expect to get for free
shit from me history
the key plucked it off the mayor
chucked it in the ol tar pit off la brea player
they say hes gone too far
doomll catch em after jumah on cue lacka
do whatcha gotta do grarrrr
the rumors are not true got two ma
no prob got the job hot bod heartthrob
scotchguard the bar with cotton swabs dart lob
bake a cake sweet jamaica trade in treats on the beach
make her skeet til her feets meet
can it be i stayed away too long
did you miss these rhymes when i was gone
as you listen to these crazy tracks
check them stats then you know where im at
and thats that

look theres doom now
i followed him to the studio but i was too late to stop him
thats right youll never stop me
youre dead youre all dead doom","This song is often regarded as one of DOOM’s most impressive tracks due to the rhyme density on display. While the lyrics are somewhat abstract, the primary theme on display is braggadocio: dismissal of weaker MCs and the supremacy of DOOM as a vocalist.

The instrumental contains a sample of Galt MacDermot’s “Princess Gika”, off Woman Is Sweeter soundtrack. The sample was suggested to DOOM by then general manager of Stones Throw Records, Egon, who is a great crate digger. The instrumental had previously been released as the song “Styrax Gum,” off DOOM’s collection of beats, Special Herbs.","March 24, 2009",2009
cold crush brothers,"fresh, wild, fly and bold","
well im fresh cause im the best
and i get wild when im riled
i never get passed by cause im fly
and ima put you on hold cause im bold
and charlie chase will last cause hes fast
and tony tone got pull cause hes original
the cold crush is on cause we perform
and even in a storm well keep you warm
hey crew (yeah cap)
we gonna need a little scratch for the rap now
tone and chase (yeah crew)
youre the djs whatcha gonna do

guess what yall im fresh
what makes you think so cap
because i look so good and im the lord of rap
how fresh
so fresh that when i was young
i learned to drive women crazy with my tongue
now thats fresh

i get wild
what makes you say that l
because it dont take much to make me yell
how wild
so wild that when i start to break
hey you better step back and let me flake
now thats wild
well im fly
who told you that easy
your girl his mother and my lady
how fly
so fly sometimes it seems
all i got to do is smile and i get screams
now thats fly

im bold
what gives you that impression kay
because i dont care what nobody say
how bold
so bold i smack a man with his gun
and kiss his woman diss his mother and dont even run
now thats bold

fresh wild fly and bold
and well be that way till we grow old
for the rest of our life as long as we live
well keep using those adjectives
that do describe the heartbreaking tribe
that do permit us to go with
a musical flow that makes you say ""ho""
with a fresh rap style to make you go wild
cold crush us good in the clutch
and if you dont believe were real then touch us
the cold crush
fresh wild fly and bold
yes were what makes the crush so cold
our rhymes will freeze all fake mcs
that dont say please before they seize
rhymes and routines that we make up
you cant pour juice in a fake cup
they cannot write so they just rob
but a biter cant do a real rappers job
but if youre hardheaded and you still think so
grab your rhymes and your mic and go for what you know
kick it kick it kick it kick it
two times

my name is kay gee better known as the al
mighty and with the three im sure youll call
on us when your ear is in need for a treat
and if you dont know the kay thats who you got to meet
im fourth in line and in due time
and every rapper in the business will know that im
serious about this and i dont play
i told a sucker mc that just the other day
cause i learned the ropes and paid my dues
im going for the gold no way that i can lose
its easy ad that you wanted to be
ever since you saw me emcee
you wanted to be fine to learn how to rhyme
even wanted your braids as long as mine
but the rhymes i write are a real delight
if youre a true mc you would not bite
on me or them just sit down and
write a rhyme with your mind paper or pen
but you cant so you dont you will and you wont
take heed with me and read what i wrote

when im on the stage i go a little berserk
start breaking flaking you know i do work
i try to get you on mine when i deliver my lines
cause its about making rhymes like no one else can design
i do everything i can to make myself better
live on a steady diet of stages and meda
know all the celebs so when im in the crowd
they surround me like the press scream my name out loud
say ""yo jdl whats happenin
where have you been when are you rocking again""
and when im bopping away i hear a lot of them say
""damn i wanna be like the l one day""

so many biting mcs youre all a pain in my neck ha
they should be sending me your royalty check
you just bit my rhymes didnt pay no tax
copied the music from someone else put it on wax
im mad as hell cause its bound to sell
and you be biting what im writing and people cant tell
you change it around disguise the sound
with no prior desire to write thats why i frown
on those of you that dont strive to
be original and write like the captain do
so put your teeth away and try someday
and you can quote it cause i wrote it only yesterday

(fresh) and unless i miss my guess
im the best oh yes because i wrote the test
(wild) honey child on the top of the pile
once in a while i crack a smile
(fly) know why cause til the day i die
ill always be the guy you wont pass by
(bold) so cold and so hard to hold
and when they made the cold crush they broke the mold
hahhuh

man lets get outta here its miller time
word
huh
hah","A record that doesn’t lack in self-confidence, the Cold Crush Brothers go line-for-line talking about how fly they are, how the ladies love them, and how they don’t care about what other MC’s are doing, because they are here with the new rap style. While these topics do sound similar to the braggadocious rap we hear today, Cold Crush doesn’t talk about how much money they have, but they brag about how good of MC’s they are. This speaks on the times, before rap was mainstream and as embraced as it is today, rap wasn’t about money, but the bars. The rhymes. The groups.",1984,1984
cold crush brothers,cold crush bros. at the dixie,"
by this tough voice all the ladies can tell
the man on the mic (is what) the l the l
the hut the maker the heart the breaker
on any stage im the number one flaker
do it like this and you will see
nobody in the place can flake like me
cause im the l baby baby the l baby baby
the one who rocks you all swell baby baby
well its 82 and everything is fine
but i still got a thought in my mind
that do you still listen to an mc rhyme
well if you do (well ill bet you too)
that a lotta them duck mcs are through
and if you still got money and you wanna bet
well ill bet a hundred dollars im not whipped yet
cause im the l l l l the one who rocks so well
sending all the fly girls to the motel
so ad (ha ha) ad (ha ha)
ad (ha ha) ad (ha ha)
ad (ha hoo) my throat is sore
homeboy get on the mic with your rhymes galore

my goal is the same i aim for fame
i dont pop no game (he dont have no dame)
never put to shame because i have a brain
supreme easy ad is the name that i claim
never brag about my crew but you know what we can do
dont have no lp but were not blue
our rhymes are the tools to set the mood
if you wont bother us we wont bother you
were the cold crush crew thats what i said
all you wack mcs get it through your heads
as you listen to me speak as i reach my peak
because i never bite a rhyme i never repeat
because im easy a going all the way
keeping up the funky pace to the break of day
and then you get up athen ya get down
(and rock) and rock to (and rock and rock) and rock to the beat
supreme easy rock all you need
you rock to the beat cause im so sweet
im guaranteed to rock the house and get you out of your seat
well im supreme ad as you can trust
rockin to the funky beat im the serious must
im down with the four im down with the four
im down with the four known as the cold crush
the cold crush crew (the what)
the cold crush crew (say what)
is guaranteed to get the party people in the groove (say what)
cold crush crew got nothin to prove
but rock the house for you and you
and kay gee (ha ha) kay gee (ha ha)
kay gee (ha ha) kay gee (ha ha)
kay gee (ha hoo) my throat is sore
homeboy get on the mic get on the mic goddammit
get on the mic with your rhymes galore
yes yes yall (yes yall)
yes yes yall (yes yall)
you know that the four is fresh yall (fresh yall)
you do it up and then you get on down
cause the cold crush four is in your town
well im the k the k the k the k
and dont forget the a
rock to the beat to the break of day
and rock to the beat and listen to what i say
walkin down the street and i met this girl
told the girl what its gonna be
lets go to my house and community
then i hit her with a rap that was so bad
i took the girl up to my pad
got home she start buggin on me
i said to myself ""i know this cant be""
the girl turned around and then she broke
and i just laughed like it was some kind of joke
(she said) baby be calm (she said) baby be cool
let me teach you the golden rule
but yes my mellow do yknow what i said (what)
laid her monkey ass (what) shoved her monkey ass (what)
threw her monkey ass in my waterbed
i said caz my mellow
get on the mic and serve em well
it was a long time ago but ill never forget
i got caught in the bed with a girl named yvette
well i was scared like hell but i got away
thats why im here tellin you today
i was outside of my school sniffing up some rocks
a crowd of people all around listenin to my box
just me and the fans and some guys from my crew
chillin hard cause we had nothin better to do
it was me the l the a and the all
and then i slipped away to make a phone call
to this very day it was a move i regret
but i didnt know then so i called yvette
i said ""hello pretty mama its your lover man""
she said ""baby come on over as quick as you can""
i said ""i cant come now someones comin to get me""
then she said ""im all alone theres nobody with me""
thought for a second ""oh shit shes alone""
then i was knockin at her door fore she hung up the phone
she let me in the house and gave me a kiss
and said ""give me that thing that you know i missed""
and so we went into her room and we got high
but she couldnt keep her hand from off my fly
so i made her lock the door went to check it
when i came back in the girl was naked
that was my cue to do the do
i took my clothes off and started on the pooh
well i was tearin shit up then bout a quarter to three
she said ""caz somebodys comin""
i said ""yeah me""
then the door bust open and there was her folks
i thought ""damn they coulda waited  said damn they coulda waited said damn they coulda waited til i finished my strokes""
her mother was in shock her father reached on the shelf
pulled down a 45 i almost shit on myself
said ""please dont shoot"" and pleaded my case
said ""youd have done the same thing if you was in my place
but if you spare my life believe me friend
youll never see me round your daughter again""
dont ask me why but he let me leave
i ran 26 blocks then i stopped to breathe
gave thanks to god he wasnt too upset
went home and thought about poor yvette
he must of beat her ass with everything i assume
cause i could hear the girl screamin all the way in my room
even though i dont see yvette no more
well i know she aint as fine i know she aint as fine
i know aint half as fine as she was before
so jdl ha you know my voice is sore
homeboy get on the mic and rock once more
well im here to be known and im known to be
as an electrifying prince of poetry
you listen to my rhymes that you never ever heard
so stick around",?,1983,1983
cold crush brothers,punk rock rap (punk rock mix),"
say hun you wanna get that
okay darling
who is it dear
oh my god its the cold crush

rock rock rock rock
rock rock rock rock
punk rap rap rap rap rap rap rap rap rap punk rap
punk rock rock rock rock rock rock rock rock rock punk rock
we got a punk rock rap
we got a punk punk punk punk punk punk punk rock rap

if you can punk then you can rock
so while you punk well rap
(because we got it like that)
punk rock rap
(we can do it and so can you)
punk rock rap
(it only takes you a minute or two)
punk rock rap
(now you got it youre almost done)
punk rock rap
(grab someone and lets have fun)
punk rap rap rap rap rap rap rap rap rap punk rap
and punk rock rock rock rock rock rock rock rock rock punk rock
(start dancing to the punk rock rap)

rock rap rap rock
rock rap rap rock

shake your head and body
if you like to party
we want you to be free
thats the way it should be
shake your head and body
if you like to party
we want you to be free
thats the way it should be

and if you want hot
(call the captain and ill show you how)
and if you want hot
(you call the l and ill do it right now)
and if you want hot
(call me a girl ill show you the way)
and if you want hot
(call me almighty or call me kay)
and if you want hot
(call em chase he got that funky bass)
and if you want hot
(his name is tone hell snatch your girl from the place)
she aint no ten nine eight seven six five four three two one
get up
get up
get up
get up

captain of the four grandmaster caz ha ha
hut maker jdl hehell hell hell
girl taker ad
almighty kay gee

let yourself unwind forget your troubles
take a little time to rock with us
dont get left behind just let your hair down
and do the punk rock rap with the cold crush
its not hard to do its fun and easy
run about the floor so you can dance
punk rock rap is new the next sensation
but were hipping you to it in advance
let yourself unwind forget your troubles
take a little time to rock with us
dont get left behind just let your hair down
and do the punk rock rap with the cold crush
do the punk rock rap with the cold crush
do the punk rock rap with the cold
do the punk rock rap with the cold
do the punk rock rap with the cold crush
cold crush cold crush cold crush cold crush
its us
its us us us
its us its us us us
its us its us us us
its us its us us us
(adj acharlie chase its)
its us its us us us
(and tony tone its)
its us its us us us
(the heartbreakers its)
its us its us us us
(the stageflakers its)
its us its us us us
(totototo the roxy its)
its us its us us us
(and to the ritz its)
its us its us us us
(and to bonds its)
its us its us us us
(and roseland its)
its us its us us us
(and to the world its)
its us its us",?,"January 1, 1983",1983
cold crush brothers,weekend,"
everybody listen to this
the weekends coming so dont you dare miss
youre gonna regret if youre not on the scene
and then youll get so mad itll make you scream

everyone give us your attention please
especially those of you who like parties
its a message that we would like to extend
about why everybody love the what weekend
cause theres a time to work and a time to play
but you cant do both effectively in one day
so without delay without further ado
let the four run down this week for you
were the cold crush four giving giving you more
and we just came to say
ooohahh what a relief it is
when the weekend comes your way
so grab a chair from anywhere
and listen while we speak
cause the fours gonna start this record off
with the first day of the week

monday
the train was late and you hardly ate
plus you wish youd stayed in bed
tuesday
you ran a game on your favorite dame
and then she messed up your head
wednesday
you try to be cool and stay out of school
yeah youre fronting and showboating
thursday
now your minds in doubt you cant figure out
why youre not gonna get promoted
friday
after work is through you sleep for a few
until you hear somebody say
""wake up wake up now dont you know
the weekends when we play""
this is chase with the bass
tone leave the girl alone

friday and saturday night everybodys gonna show
at the place where all the fly people go
you been working at school or your occupation
now its about time for some recreation
slip on your shirt and designer jeans
say the ones that are tight at the hip and the seams
then you shoot out the door like youre running a race
and then you finally arrive at the cold crush place
and

you cant believe your eyes cause
the partys packed and jumping
that funky bass is thumping
and the way the music rocks your mind
ooh girl its really something
its a place where you can dance
you can even find romance
and i know you can do it if you
give yourself a chance
sosososo so just dance
almighty all nighty ha ha ha
jdl well

we gonna let you know we gonna let you see
what were gonna do at the party
grandmaster caz i got lovin to spare
im gonna chill with the ladies when i get there
well im jerry dee or jdl
and when i get there im gonna rock it well
easy ad not talkin no jive
and the partys gonna swing when i arrive
well im the almighty and when i get there
i wanna hear everybody cheer cheer cheer
and were the cold crush four
with tone and chase
so cmon everybody in the party place
just throw your hands in the air
and just wave them like you just dont care
and if youre on the go cause we told you so
somebody say hoooo (hooo)
hooohoooo (hoooohooo)
hohoho (hohoho)

now the lights are flashin the people are dancing
the guys are looking out for some serious action
its richer than a diamond finer than a pearl
and this is what happens when boy meets girl
introduce yourself as whoever you are
then you grab her by the hand and lead her to the bar
offer her a drink maybe a cigarette
til she insists conversation is all youre gonna get
try another approach and ask her for a dance
your time is runnin out this is your last chance
and then you sweep her off her feet with your prowess
and then you know you got it made — finally success
cause we rock the best and the four is fresh
oooh man that party was smokin

when the jam is over you head for the stairs
all the girls and the guys are leaving in pairs
you had such a good time you wish you could stay
now its time to catch the bus train or oj
you get to your house and pull out your key
youre tired as hell you want to sleep til three
wake up sunday wipe the sleep from your eyes
and go out in the sun for some exercise
play ball roller skate or visit a friend
and go home and think about the next weekend",?,"January 1, 1982",1982
depeche mode,enjoy the silence,"
words like violence break the silence
come crashing in into my little world
painful to me pierce right through me
cant you understand oh my little girl

all i ever wanted
all i ever needed is here in my arms
words are very unnecessary
they can only do harm


vows are spoken to be broken
feelings are intense words are trivial
pleasures remain so does the pain
words are meaningless and forgettable

all i ever wanted
all i ever needed is here in my arms
words are very unnecessary
they can only do harm

all i ever wanted
all i ever needed is here in my arms
words are very unnecessary
they can only do harm
all i ever wanted
all i ever needed is here in my arms
words are very unnecessary
they can only do harm


enjoy the silence","“Enjoy The Silence” is Depeche Mode’s highest charting song in the US and one of several top ten hits in their homeland the UK. It won “Best British Single” at the 1991 Brit Awards.

In 2010, Pitchfork placed it at #15 on their Top 200 Tracks of the 1990s. Rolling Stone described it as “sensually serene”

Vocalist Dave Gahan explained that “Enjoy The Silence” began as a “very slow, ballad-y couple of verses” but bandmate Alan Wilder and producer Flood converted it into the danceable new wave hit it became. At first, songwriter Martin Gore was initially not on board with the uptempo rewrite.

I thought the very nature of the song was, you know, enjoy the silence, so it ought to have a very serene atmosphere. It took me a while to get used to the idea, but as we took it further that way with the guitar riff, it really pulled together.","February 5, 1990",1990
depeche mode,personal jesus,"
reach out and touch faith

your own personal jesus
someone to hear your prayers
someone who cares
your own personal jesus
someone to hear your prayers
someone whos there

feeling unknown and youre all alone
flesh and bone by the telephone
lift up the receiver ill make you a believer
take second best put me to the test
things on your chest you need to confess
i will deliver you know im a forgiver

reach out and touch faith
reach out and touch faith

your own personal jesus
someone to hear your prayers
someone who cares
your own personal jesus
someone to hear your prayers
someone whos there

feeling unknown and youre all alone
flesh and bone by the telephone
lift up the receiver ill make you a believer
i will deliver you know im a forgiver

reach out and touch faith
your own personal jesus
reach out and touch faith
reach out and touch faith
reach out and touch faith


reach out and touch faith
reach out and touch faith
(reach out reach out)
reach out and touch faith","“Personal Jesus” is the first single and third track on Depeche Mode’s seventh and most successful album Violator. It peaked at #28 in the US in March 1990. It also reached the top 20 in several countries overseas and became Warner Bros. Records' biggest-selling 12"" single in its 40+ year history. Rolling Stone later named “Personal Jesus” as one of the 500 greatest songs of all time in 2011.

According to vocalist Dave Gahan, Priscilla Presley calls her husband Elvis “her own personal Jesus” in her book Elvis & Me and that is what inspired songwriter Martin Gore to write this song. Gore confirms the track was inspired by Priscilla Presley’s idolatry of her husband. Taking the lyrics literally, “Personal Jesus” is about a person who offers relief through a second-rate confessional via the telephone.","March 19, 1990",1990
depeche mode,policy of truth,"
you had something to hide
should have hidden it shouldnt you
now youre not satisfied
with what youre being put through

its just time to pay the price
for not listening to advice
and deciding in your youth
on the policy of truth

things could be so different now
it used to be so civilised
you will always wonder how
it could have been if youd only lied

its too late to change events
its time to face the consequence
for delivering the proof
in the policy of truth

never again is what you swore
the time before
never again is what you swore
the time before
now youre standing there tonguetied
youd better learn your lesson well
hide what you have to hide
and tell what you have to tell

youll see your problems multiplied
if you continually decide
to faithfully pursue
the policy of truth

never again is what you swore
the time before
never again is what you swore
the time before


never again is what you swore
the time before
never again is what you swore
the time before
never again is what you swore
the time before
never again is what you swore
the time before
never again is what you swore
the time before
never again is what you swore
the time before","“Policy of Truth” is the third single off Depeche Mode’s 1990 album Violator. It had significant success, reaching the top 20 in nine countries.

Rolling Stone described the track as “otherworldly and bluesy”. NPR felt the song pairs “seductive pop hooks with darkly romantic content.”

As of May 2017, “Policy Of Truth” is only Depeche Mode single to do better in the US than the UK.

Lyrically, its theme is: once you have confessed to a wrongdoing, you can’t take it back, and have to suffer the consequences.","March 19, 1990",1990
depeche mode,where’s the revolution,"
youve been kept down
youve been pushed round
youve been lied to
youve been fed truths
whos making your decisions
you or your religion
your government your countries
you patriotic junkies

wheres the revolution
come on people
youre letting me down
wheres the revolution
come on people
youre letting me down

youve been pissed on
for too long
your rights abused
your views refused
they manipulate and threaten
with terror as a weapon
scare you till youre stupefied
wear you down until youre on their side
wheres the revolution
come on people
youre letting me down
wheres the revolution
come on people
youre letting me down

the train is coming
the train is coming
the train is coming
the train is coming
so get on board
get on board
get on board
get on board
the engines humming
the engines humming
the engines humming
the engines humming
so get on board
get on board
get on board
get on board (wheres the revolution)
the train is coming
the train is coming
the train is coming
the train is coming
so get on board
get on board
get on board
get on board (wheres the revolution)
the engines humming
the engines humming
the engines humming
the engines humming
so get on board
get on board

wheres the revolution
come on people
youre letting me down
wheres the revolution
come on people
youre letting me down
wheres the revolution
come on people
youre letting me down
wheres the revolution
come on people
youre letting me down","“Where’s the Revolution” is the lead single from Depeche Mode’s album Spirit.

The song is produced by Simian Mobile Disco’s James Ford but it maintains Depeche Mode’s signature sound.

It is not the first time Depeche Mode touch political themes in their songs. ‘Everything Counts’, ‘Get The Balance Right’, ‘People Are People’, ‘Master And Servant’, ‘New Dress’ are all political songs.

The theme of the song brings back the more political side of the band and it encourages people to start a revolution.



You can sense a kind of deception in the song lyrics as Dave goes on describing all the things we (as a society) are suffering and how we haven’t done anything yet.

Dave Gahan revealed on Rolling Stone that Martin L. Gore’s is beign sarcastic on the song:

Martin wrote it in a very sarcastic, English way","February 3, 2017",2017
taylor swift,all too well (10 minute version) (taylor’s version) [from the vault],"
i walked through the door with you the air was cold
but somethin bout it felt like home somehow
and i left my scarf there at your sisters house
and youve still got it in your drawer even now

oh your sweet disposition and my wideeyed gaze
were singin in the car getting lost upstate
autumn leaves fallin down like pieces into place
and i can picture it after all these days

and i know its long gone and
that magics not here no more
and i might be okay but im not fine at all
oh oh oh

causе there we arе again on that little town street
you almost ran the red cause you were lookin over at me
wind in my hair i was there
i remember it all too well

photo album on the counter your cheeks were turnin red
you used to be a little kid with glasses in a twinsized bed
and your mothers tellin stories bout you on the teeball team
you taught me bout your past thinkin your future was me
and you were tossing me the car keys ""fuck the patriarchy""
keychain on the ground we were always skippin town
and i was thinkin on the drive down ""any time now
hes gonna say its love"" you never called it what it was
til we were dead and gone and buried
check the pulse and come back swearin its the same
after three months in the grave
and then you wondered where it went to as i reached for you
but all i felt was shame and you held my lifeless frame
and i know its long gone and
there was nothing else i could do
and i forget about you long enough
to forget why i needed to

cause there we are again in the middle of the night
were dancin round the kitchen in the refrigerator light
down the stairs i was there
i remember it all too well
and there we are again when nobody had to know
you kept me like a secret but i kept you like an oath
sacred prayer and wed swear
to remember it all too well yeah

well maybe we got lost in translation maybe i asked for too much
but maybe this thing was a masterpiece til you tore it all up
runnin scared i was there
i remember it all too well
and you call me up again just to break me like a promise
so casually cruel in the name of bein honest
im a crumpledup piece of paper lyin here
cause i remember it all all all
they say alls well that ends well but im in a new hell
every time you doublecross my mind
you said if we had been closer in age maybe it wouldve been fine
and that made me want to die
the idea you had of me who was she
a neverneedy everlovely jewel whose shine reflects on you
not weepin in a party bathroom
some actress askin me what happened you
thats what happened you
you who charmed my dad with selfeffacing jokes
sippin coffee like youre on a latenight show
but then he watched me watch the front door all night willin you to come
and he said ""its supposed to be fun turning twentyone""

time wont fly its like im paralyzed by it
id like to be my old self again but im still tryin to find it
after plaid shirt days and nights when you made me your own
now you mail back my things and i walk home alone
but you keep my old scarf from that very first week
cause it reminds you of innocence and it smells like me
you cant get rid of it
cause you remember it all too well yeah

cause there we are again when i loved you so
back before you lost the one real thing youve ever known
it was rare i was there
i remember it all too well
wind in my hair you were there
you remember it all
down the stairs you were there
you remember it all
it was rare i was there
i remember it all too well
and i was never good at tellin jokes but the punch line goes
""ill get older but your lovers stay my age""
from when your brooklyn broke my skin and bones
im a soldier whos returning half her weight
and did the twin flame bruise paint you blue
just between us did the love affair maim you too
cause in this citys barren cold
i still remember the first fall of snow
and how it glistened as it fell
i remember it all too well

just between us did the love affair maim you all too well
just between us do you remember it all too well
just between us i remember it (just between us) all too well
wind in my hair i was there i was there (i was there)
down the stairs i was there i was there
sacred prayer i was there i was there
it was rare you remember it all too well
wind in my hair i was there i was there (oh)
down the stairs i was there i was there (i was there)
sacred prayer i was there i was there
it was rare you remember it (all too well)
wind in my hair i was there i was there
down the stairs i was there i was there
sacred prayer i was there i was there
it was rare you remember it
wind in my hair i was there i was there
down the stairs i was there i was there
sacred prayer i was there i was there
it was rare you remember it","Widely regarded as one of Swift’s best songs, “All Too Well” sees her picking up shards of memories after a gut-wrenching breakup. She jumps through time to reflect on her best and worst memories with her ex, making the listener feel as though they were there with the couple.

Swift told Pop Dust that she began writing the song in a soundcheck for her 2011 tour in support of Speak Now. Co-writer Liz Rose explained that the song was initially 10-15 minutes long before she helped Swift pare it down, and Swift shared some of the original lyrics in a deluxe edition of her 2019 album, Lover.

Melodically, this version of “All Too Well” is more subdued than the version we hear on the album. This change is evident throughout the song. This version begins with a saccharine melody before building up to a steady drum beat, while the original is heavily backed by guitar.

Lyrically, the songs are also different. This ten minute version is more vitriolic and bitter, while the album version is bittersweet. The metaphors in Verse 2 are reminiscent of folklore/evermore era Taylor, rather than Red era, with comparisons to bolder themes like death and tragedy rather than just the specific memories present in the original.

Many believe Swift took inspiration from her relationship with actor Jake Gyllenhaal — the secret message “Maple Lattes” is hidden in the song’s liner notes, and the two shared those coffees in November 2010. In a 2015 interview with Howard Stern, Gyllenhaal claimed to not know that Swift wrote a song about him, though she seemingly told Vulture he reached out to her after hearing the album.

“All Too Well” was the fourth song to contribute to Swift’s “Track Five pattern,” a pattern fans have noted where she puts one of the most emotive songs on an album as the fifth track. Previous examples were “Cold As You,” “White Horse,” and “Dear John.”

As a tribute to her fans and the massive impact this song had on her personal and professional life, Swift wrote and produced a short film for the song, starring Sadie Sink and Dylan O'Brien.","November 12, 2021",2021
taylor swift,​cardigan,"
vintage tee brand new phone
high heels on cobblestones
when you are young they assume you know nothing
sequin smile black lipstick
sensual politics
when you are young they assume you know nothing

but i knew you
dancin in your levis
drunk under a streetlight i
i knew you
hand under my sweatshirt
baby kiss it better i

and when i felt like i was an old cardigan
under someones bed
you put me on and said i was your favorite

a friend to all is a friend to none
chase two girls lose the one
when you are young they assume you know nothing
but i knew you
playing hideandseek and
giving me your weekends i
i knew you
your heartbeat on the high line
once in twenty lifetimes i

and when i felt like i was an old cardigan
under someones bed
you put me on and said i was your favorite

to kiss in cars and downtown bars
was all we needed
you drew stars around my scars
but now im bleedin

cause i knew you
steppin on the last train
marked me like a bloodstain i
i knew you
tried to change the ending
peter losing wendy i
i knew you
leavin like a father
running like water i
and when you are young they assume you know nothing
but i knew youd linger like a tattoo kiss
i knew youd haunt all of my whatifs
the smell of smoke would hang around this long
cause i knew everything when i was young
i knew id curse you for the longest time
chasin shadows in the grocery line
i knew youd miss me once the thrill expired
and youd be standin in my front porch light
and i knew youd come back to me
youd come back to me
and youd come back to me
and youd come back

and when i felt like i was an old cardigan
under someones bed
you put me on and said i was your favorite","Accompanied by the release of her project written and recorded during the lockdown due to COVID-19, “cardigan” is the lead single from Taylor Swift’s eighth studio album, folklore.

Its music video — which was written and directed by Taylor and shot during the COVID-19 pandemic — finds Taylor shifting through different places by the magic of playing the piano. She revealed in a Tweet that everyone who was on-set took extra precautions to prevent the spread of the virus:

The entire shoot was overseen by a medical inspector, everyone wore masks, stayed away from each other, and I even did my own hair, makeup, and styling.

“cardigan” is believed to be the first part of folklore’s “Teenage Love Triangle,” told from the point of view of Betty. The storyline is followed by “august” and “betty.” Swift explained in a livechat the night of folklore’s release:

There’s a collection of three songs I refer to as The Teenage Love Triangle. These three songs explore a love triangle from all three people’s perspectives at different times in their lives.","July 24, 2020",2020
